"label","tweet_id"
"Not Relevant","'593015304382455808'"
"Not Relevant","'593015405142212608'"
"Not Relevant","'593015504819736576'"
"Not Relevant","'593015549870739456'"
"Not Relevant","'593015600718352386'"
"Not Relevant","'593015865613778945'"
"Not Relevant","'593015917820284928'"
"Not Relevant","'593016821206253569'"
"Not Relevant","'593016892379504640'"
"Not Relevant","'593016923534848000'"
"Not Relevant","'593017015771627523'"
"Not Relevant","'593017064954073088'"
"Not Relevant","'593017087003533312'"
"Not Relevant","'593017149666369537'"
"Not Relevant","'593017162874294272'"
"Not Relevant","'593017164472385536'"
"Not Relevant","'593017272869978112'"
"Not Relevant","'593017287197724673'"
"Other Relevant Information","'593017316595650561'"
"Not Relevant","'593017335310495745'"
"Not Relevant","'593017364863520768'"
"Not Relevant","'593017540797923329'"
"Not Relevant","'593017605260214273'"
"Not Relevant","'593018175035482112'"
"Not Relevant","'593018307990691840'"
"Not Relevant","'593018360637562880'"
"Not Relevant","'593018443865133056'"
"Not Relevant","'593018493114671105'"
"Not Relevant","'593018601864437760'"
"Not Relevant","'593018816734633984'"
"Response Efforts","'593018840428224512'"
"Not Relevant","'593018922460270592'"
"Not Relevant","'593018922217025536'"
"Not Relevant","'593019095592873984'"
"Not Relevant","'593019132624433153'"
"Not Relevant","'593019175401959424'"
"Not Relevant","'593019199636672512'"
"Other Relevant Information","'593019260185673730'"
"Not Relevant","'593019291710042112'"
"Not Relevant","'593019351848058880'"
"Not Relevant","'593019406952828928'"
"Not Relevant","'593019545100517377'"
"Not Relevant","'593019652332232704'"
"Not Relevant","'593019679616053248'"
"Not Relevant","'593019708628054016'"
"Not Relevant","'593019783836147712'"
"Not Relevant","'593019787145412610'"
"Not Relevant","'593019813477265408'"
"Not Relevant","'593019853365186560'"
"Not Relevant","'593019870603706369'"
"Not Relevant","'593019903554236417'"
"Not Relevant","'593019974848892928'"
"Not Relevant","'593020213559341056'"
"Not Relevant","'593020328005079041'"
"Not Relevant","'593020333726113792'"
"Not Relevant","'593020359101784064'"
"Not Relevant","'593020463120515072'"
"Not Relevant","'593020530808066048'"
"Not Relevant","'593020786560135168'"
"Not Relevant","'593020787595948033'"
"Not Relevant","'593020890272505858'"
"Infrastructure Damage","'593020942772613120'"
"Not Relevant","'593020980777263104'"
"Not Relevant","'593021016516861952'"
"Not Relevant","'593021097278222336'"
"Not Relevant","'593021176928141312'"
"Response Efforts","'593021356633137152'"
"Not Relevant","'593021440900857856'"
"Other Relevant Information","'593021543438913537'"
"Not Relevant","'593021586686509057'"
"Not Relevant","'593021653405212673'"
"Not Relevant","'593021840966098946'"
"Not Relevant","'593021893340364800'"
"Not Relevant","'593021898763542528'"
"Not Relevant","'593022044633202688'"
"Not Relevant","'593022071531274240'"
"Not Relevant","'593022199608532993'"
"Not Relevant","'593022248715296769'"
"Not Relevant","'593022320081403905'"
"Not Relevant","'593022466357862400'"
"Not Relevant","'593022489858543616'"
"Other Relevant Information","'593022535136092160'"
"Not Relevant","'593022581214613504'"
"Not Relevant","'593023941884583939'"
"Not Relevant","'593023979981447168'"
"Not Relevant","'593024048273186818'"
"Not Relevant","'593024067587837952'"
"Not Relevant","'593024202459848704'"
"Response Efforts","'593024219899887616'"
"Not Relevant","'593024223523827712'"
"Not Relevant","'593024350086762496'"
"Not Relevant","'593024382655533056'"
"Not Relevant","'593024466181033984'"
"Not Relevant","'593024541925978114'"
"Not Relevant","'593024545122099200'"
"Not Relevant","'593024619277197314'"
"Not Relevant","'593024664558915585'"
"Not Relevant","'593024832847028224'"
"Not Relevant","'593024963667460096'"
"Not Relevant","'593024965475205121'"
"Not Relevant","'593025037361381377'"
"Response Efforts","'593025159524659200'"
"Not Relevant","'593025169192521728'"
"Not Relevant","'593025177761484800'"
"Not Relevant","'593025238469771266'"
"Not Relevant","'593025274779860993'"
"Not Relevant","'593025389284302849'"
"Not Relevant","'593025464647741442'"
"Not Relevant","'593025665361915904'"
"Not Relevant","'593025673314246656'"
"Not Relevant","'593025829946392576'"
"Not Relevant","'593025858585161728'"
"Not Relevant","'593025958246031360'"
"Not Relevant","'593026101988982784'"
"Not Relevant","'593026218535956480'"
"Not Relevant","'593026331161534465'"
"Urgent Needs","'593026353458454528'"
"Not Relevant","'593026564633272320'"
"Not Relevant","'593026569423036416'"
"Not Relevant","'593026603879378944'"
"Not Relevant","'593026746649321472'"
"Infrastructure Damage","'593026966699278337'"
"Not Relevant","'593026971178786816'"
"Not Relevant","'593026985078575104'"
"Not Relevant","'593027009019846656'"
"Not Relevant","'593027033745100801'"
"Not Relevant","'593027084169031680'"
"Not Relevant","'593027117576810496'"
"Response Efforts","'593027186510012416'"
"Not Relevant","'593027192872833024'"
"Not Relevant","'593028423888535553'"
"Response Efforts","'593028453709975554'"
"Infrastructure Damage","'593028516154839040'"
"Not Relevant","'593028560606007296'"
"Not Relevant","'593028623000588288'"
"Not Relevant","'593028739266654208'"
"Not Relevant","'593028827393105920'"
"Not Relevant","'593028837643980800'"
"Not Relevant","'593028966505578496'"
"Not Relevant","'593029012760436737'"
"Not Relevant","'593029192213639168'"
"Not Relevant","'593029246714544128'"
"Not Relevant","'593029348946350081'"
"Infrastructure Damage","'593029360426328064'"
"Not Relevant","'593029478739247105'"
"Not Relevant","'593029513300180993'"
"Not Relevant","'593029523253366784'"
"Not Relevant","'593029553905250305'"
"Not Relevant","'593029579100393473'"
"Other Relevant Information","'593030173169045504'"
"Not Relevant","'593030219969212416'"
"Not Relevant","'593030291695927297'"
"Not Relevant","'593030421492948993'"
"Not Relevant","'593030462601359360'"
"Not Relevant","'593030595577573376'"
"Not Relevant","'593030629974999040'"
"Not Relevant","'593030674791043072'"
"Not Relevant","'593030882023251968'"
"Not Relevant","'593031082871689217'"
"Not Relevant","'593031259456204801'"
"Not Relevant","'593031282667323392'"
"Not Relevant","'593031337927409664'"
"Not Relevant","'593031395955445760'"
"Not Relevant","'593031422614503426'"
"Not Relevant","'593031434303967234'"
"Not Relevant","'593031532073226240'"
"Not Relevant","'593031602915155968'"
"Not Relevant","'593031707986628608'"
"Not Relevant","'593031711648133120'"
"Response Efforts","'593031869060554753'"
"Response Efforts","'593031899989217280'"
"Not Relevant","'593031931492749312'"
"Not Relevant","'593031944855621633'"
"Not Relevant","'593031973741928448'"
"Not Relevant","'593032071703965697'"
"Not Relevant","'593032116390080512'"
"Not Relevant","'593032119552606208'"
"Not Relevant","'593032158907748353'"
"Not Relevant","'593032310209028096'"
"Not Relevant","'593032356933558272'"
"Not Relevant","'593032508083728384'"
"Not Relevant","'593032516820340737'"
"Not Relevant","'593032543441526784'"
"Not Relevant","'593032584533299200'"
"Not Relevant","'593032589855879168'"
"Not Relevant","'593032628292431872'"
"Not Relevant","'593032635833683968'"
"Not Relevant","'593032656897462273'"
"Not Relevant","'593032733762461697'"
"Not Relevant","'593032767857958912'"
"Not Relevant","'593032897994596352'"
"Not Relevant","'593032972330078209'"
"Not Relevant","'593033012889063424'"
"Not Relevant","'593033039426539520'"
"Other Relevant Information","'593033056534941696'"
"Not Relevant","'593033084372721665'"
"Not Relevant","'593033094971596801'"
"Not Relevant","'593033219664023552'"
"Infrastructure Damage","'593033297665642496'"
"Not Relevant","'593033411775832064'"
"Not Relevant","'593033448542982144'"
"Not Relevant","'593033554742804480'"
"Not Relevant","'593033592101478403'"
"Not Relevant","'593033639987777536'"
"Not Relevant","'593033708824854528'"
"Not Relevant","'593033812939931649'"
"Not Relevant","'593033924596596736'"
"Not Relevant","'593033931684876288'"
"Not Relevant","'593033978145300480'"
"Not Relevant","'593033981764898816'"
"Not Relevant","'593034016414179329'"
"Response Efforts","'593034090984570882'"
"Not Relevant","'593034102825164800'"
"Not Relevant","'593034679902539776'"
"Not Relevant","'593034752057303041'"
"Not Relevant","'593034832759943169'"
"Not Relevant","'593034856558301184'"
"Not Relevant","'593034909750525952'"
"Not Relevant","'593035019490304000'"
"Not Relevant","'593035025202827264'"
"Not Relevant","'593035090227138562'"
"Not Relevant","'593035164143366144'"
"Infrastructure Damage","'593035258553040896'"
"Not Relevant","'593035482843521024'"
"Not Relevant","'593035508101484544'"
"Not Relevant","'593035534198386688'"
"Not Relevant","'593035607380635649'"
"Not Relevant","'593035641434148865'"
"Not Relevant","'593035675294806016'"
"Other Relevant Information","'593035703472226304'"
"Not Relevant","'593035730135478273'"
"Not Relevant","'593035731209097216'"
"Not Relevant","'593035819956461568'"
"Not Relevant","'593035879662297089'"
"Not Relevant","'593035956589965313'"
"Not Relevant","'593036181480329216'"
"Not Relevant","'593036222605434880'"
"Not Relevant","'593036232675831808'"
"Not Relevant","'593036369871642625'"
"Response Efforts","'593036467644960768'"
"Not Relevant","'593036564684525568'"
"Not Relevant","'593037513851326464'"
"Response Efforts","'593037514509680641'"
"Not Relevant","'593037699407224832'"
"Not Relevant","'593037765337550849'"
"Not Relevant","'593037885080731648'"
"Not Relevant","'593037994371645440'"
"Not Relevant","'593038003397734401'"
"Not Relevant","'593038018262343680'"
"Not Relevant","'593038207551479808'"
"Not Relevant","'593038246730305537'"
"Not Relevant","'593038249368551424'"
"Not Relevant","'593038267550965760'"
"Not Relevant","'593038318918467585'"
"Not Relevant","'593038324148867072'"
"Not Relevant","'593038483037392898'"
"Not Relevant","'593038547667529728'"
"Not Relevant","'593038666282434561'"
"Not Relevant","'593038697689423873'"
"Not Relevant","'593038797803126784'"
"Not Relevant","'593039037302231040'"
"Response Efforts","'593039116280963072'"
"Not Relevant","'593039191975407616'"
"Not Relevant","'593039280999669760'"
"Other Relevant Information","'593039282241048577'"
"Not Relevant","'593039310133198848'"
"Not Relevant","'593039350914555905'"
"Not Relevant","'593039525129166848'"
"Not Relevant","'593039597468127233'"
"Not Relevant","'593039605328322561'"
"Not Relevant","'593039681228410880'"
"Not Relevant","'593039695262658562'"
"Not Relevant","'593039749599731712'"
"Not Relevant","'593039934224629760'"
"Not Relevant","'593039975295406080'"
"Infrastructure Damage","'593040205327650816'"
"Not Relevant","'593040875711782912'"
"Not Relevant","'593040890400092162'"
"Not Relevant","'593040902022639616'"
"Not Relevant","'593040966157602816'"
"Not Relevant","'593041157480906752'"
"Not Relevant","'593041385780957185'"
"Other Relevant Information","'593042007133528065'"
"Response Efforts","'593043141466402816'"
"Not Relevant","'593043153097220096'"
"Not Relevant","'593043167718481920'"
"Not Relevant","'593043283636420608'"
"Not Relevant","'593043292511707136'"
"Not Relevant","'593043788186132480'"
"Not Relevant","'593043843345416192'"
"Not Relevant","'593043861351464960'"
"Not Relevant","'593043938971414530'"
"Not Relevant","'593043964569128961'"
"Not Relevant","'593044169301557249'"
"Not Relevant","'593044277942452224'"
"Not Relevant","'593044439003725826'"
"Not Relevant","'593044554728738816'"
"Not Relevant","'593044734223851520'"
"Not Relevant","'593044736585392128'"
"Not Relevant","'593044756877414400'"
"Not Relevant","'593044922522992645'"
"Not Relevant","'593045064202526720'"
"Not Relevant","'593045126915690496'"
"Not Relevant","'593045268821647361'"
"Not Relevant","'593045294142599168'"
"Not Relevant","'593045445644931074'"
"Not Relevant","'593045489727176705'"
"Not Relevant","'593045537642917888'"
"Not Relevant","'593045737115496449'"
"Response Efforts","'593045768870694913'"
"Not Relevant","'593045859597742081'"
"Not Relevant","'593046286414274560'"
"Not Relevant","'593046484590927872'"
"Not Relevant","'593047307538432002'"
"Not Relevant","'593047811903528960'"
"Not Relevant","'593048022315065345'"
"Not Relevant","'593048083648401409'"
"Not Relevant","'593048484082757632'"
"Not Relevant","'593048939479314432'"
"Urgent Needs","'593049553089101824'"
"Not Relevant","'593049565995085824'"
"Not Relevant","'593049928903041024'"
"Not Relevant","'593050438477295617'"
"Not Relevant","'593147198348480514'"
"Not Relevant","'593147316640546816'"
"Not Relevant","'593147377881632771'"
"Not Relevant","'593147444646551552'"
"Not Relevant","'593147583100358657'"
"Not Relevant","'593147656588939264'"
"Not Relevant","'593147665971482626'"
"Not Relevant","'593147674167255040'"
"Not Relevant","'593148025318453248'"
"Not Relevant","'593148050157268992'"
"Not Relevant","'593148209813450752'"
"Not Relevant","'593148234798772224'"
"Not Relevant","'593148307410550784'"
"Not Relevant","'593148490848546817'"
"Not Relevant","'593148496670171136'"
"Not Relevant","'593148701973061632'"
"Not Relevant","'593148845669765120'"
"Not Relevant","'593149030051356672'"
"Not Relevant","'593149174255751168'"
"Not Relevant","'593149519220514816'"
"Not Relevant","'593149530499067904'"
"Not Relevant","'593150004912594944'"
"Not Relevant","'593150196168560640'"
"Not Relevant","'593150204574044161'"
"Response Efforts","'593150253630525440'"
"Not Relevant","'593150694338785280'"
"Not Relevant","'593150703138250752'"
"Not Relevant","'593150916238266368'"
"Not Relevant","'593151032454176768'"
"Response Efforts","'593151074086715392'"
"Not Relevant","'593151131821416448'"
"Not Relevant","'593151260997607424'"
"Not Relevant","'593151322242691072'"
"Not Relevant","'593151719699128320'"
"Response Efforts","'593151719854452736'"
"Not Relevant","'593151804033994753'"
"Not Relevant","'593151821255987202'"
"Not Relevant","'593151846363062272'"
"Not Relevant","'593152208645951488'"
"Response Efforts","'593152235632222208'"
"Other Relevant Information","'593152294084050945'"
"Not Relevant","'593152451852767232'"
"Not Relevant","'593152691926208512'"
"Not Relevant","'593152905722494976'"
"Response Efforts","'593153026438762496'"
"Not Relevant","'593153062723682305'"
"Not Relevant","'593153150959243266'"
"Not Relevant","'593153271189131264'"
"Response Efforts","'593153298510848000'"
"Not Relevant","'593153493269090304'"
"Not Relevant","'593153647493718017'"
"Response Efforts","'593153657358581760'"
"Not Relevant","'593154111542956032'"
"Not Relevant","'593154120791531520'"
